prancha,categoria,ficheiro,largura,altura
15,Evolucao e materiais de trabalho (2/5),assets_work/kraken_clean_hd/KrakenBossMoveUp.png,5592,7248
15,Evolucao e materiais de trabalho (2/5),assets_work/kraken_edge_audit/current_frame0.png,810,1050
15,Evolucao e materiais de trabalho (2/5),assets_work/kraken_edge_audit/current_frame0_edges.png,810,740
15,Evolucao e materiais de trabalho (2/5),assets_work/kraken_new_source/pixil-frame-0.png,270,350
15,Evolucao e materiais de trabalho (2/5),assets_work/kraken_new_source/SPRITEKRAKEN.gif,270,350
15,Evolucao e materiais de trabalho (2/5),assets_work/kraken_new_source/SPRITESHEET.png,1620,2100
15,Evolucao e materiais de trabalho (2/5),assets_work/kraken_projectile_rework/Kraken_projectiles_rework_contact_sheet.png,1600,1000
15,Evolucao e materiais de trabalho (2/5),assets_work/kraken_projectile_rework/KrakenAbyssVortex.png,512,512
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_projectile_rework/KrakenHypnosisVortex.png,1024,1024
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_projectile_rework/KrakenLaserFrames.png,2160,3660
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_projectile_rework/KrakenLightningStrike.png,192,1024
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_projectile_rework/KrakenRedBolt.png,160,52
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_projectile_rework/KrakenSkyBeam.png,320,2048
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_projectile_rework/KrakenTrackingLaser.png,1400,220
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_projectile_rework/KrakenWaterDrop.png,96,96
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_projectile_rework/KrakenWaterJet.png,256,80
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_restored_eyes/Kraken_restored_eyes_preview.png,405,525
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_restored_eyes/KrakenBoss.png,4860,6300
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_restored_eyes/KrakenBossLoopBack.png,4860,6300
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_restored_eyes/KrakenBossMoveHorizontal.png,4860,6300
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_restored_eyes/KrakenBossMoveUp.png,4860,6300
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_rework_zero/Kraken_rework_zero_first6_preview.png,4860,1050
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_rework_zero/Kraken_rework_zero_frame0_810x1050.png,810,1050
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_rework_zero/Kraken_rework_zero_preview.gif,270,350
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_rework_zero/KrakenBoss_rework_zero_wave_3x.png,4860,6300
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_rework_zero/KrakenBossLoopBack_rework_zero_wave_3x.png,4860,6300
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_rework_zero/KrakenBossMoveHorizontal_rework_zero_wave_3x.png,4860,6300
16,Evolucao e materiais de trabalho (3/5),assets_work/kraken_rework_zero/KrakenBossMoveUp_rework_zero_wave_3x.png,4860,6300
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/compact_hd/kraken_compact_hd_comparison_first6.png,1620,1140
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/compact_hd/kraken_no_eyes_compact_larger.gif,270,350
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/compact_hd/kraken_no_eyes_compact_larger_frame0.png,270,350
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/compact_hd/kraken_no_eyes_compact_larger_FULLHD_preview.png,1920,1080
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/compact_hd/kraken_no_eyes_compact_larger_HD2x_preview.gif,540,700
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/compact_hd/kraken_no_eyes_compact_larger_HD4x_frame0.png,1080,1400
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/compact_hd/kraken_no_eyes_compact_larger_HD4x_spritesheet.png,6480,8400
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/compact_hd/kraken_no_eyes_compact_larger_spritesheet.png,1620,2100
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/kraken_clean_dim_ruby_eyes_tight_lower_tentacles.gif,270,350
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/kraken_clean_dim_ruby_eyes_tight_lower_tentacles_frame0.png,270,350
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/kraken_clean_dim_ruby_eyes_tight_lower_tentacles_spritesheet.png,1620,2100
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/kraken_clean_keep_eyes.gif,270,350
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/kraken_clean_keep_eyes_frame0.png,270,350
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/kraken_clean_keep_eyes_spritesheet.png,1620,2100
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/kraken_clean_no_red_eyes.gif,270,350
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/kraken_clean_no_red_eyes_frame0.png,270,350
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/kraken_clean_no_red_eyes_spritesheet.png,1620,2100
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/kraken_clean_no_red_eyes_tight_lower_tentacles.gif,270,350
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/kraken_clean_no_red_eyes_tight_lower_tentacles_frame0.png,270,350
17,Evolucao e materiais de trabalho (4/5),assets_work/kraken_new_output/kraken_clean_no_red_eyes_tight_lower_tentacles_spritesheet.png,1620,2100
18,Evolucao e materiais de trabalho (5/5),assets_work/kraken_new_output/kraken_variants_comparison_first6.png,1620,1512
